"filename","version","findings_count"
"xfce4.appearance.settings","version_0.6",2
"xfce4.appfinder","version_0.4",124
"xfce4.appfinder","version_0.5",21
"xfce4.appfinder","version_0.6",26
"xfce4.clipman","version_0.4",56
"xfce4.clipman","version_0.5",2
"xfce4.clipman","version_0.6",4
"xfce4.clipman.history","version_0.4",59
"xfce4.clipman.history","version_0.5",2
"xfce4.clipman.history","version_0.6",3
"xfce4.clipman.settings","version_0.4",11
"xfce4.clipman.settings","version_0.5",2
"xfce4.clipman.settings","version_0.6",3
"xfce4.color.settings","version_0.4",28
"xfce4.color.settings","version_0.5",11
"xfce4.color.settings","version_0.6",11
"xfce4.display.settings","version_0.4",0
"xfce4.display.settings","version_0.5",0
"xfce4.display.settings","version_0.6",0
"xfce4.keyboard.settings","version_0.4",33
"xfce4.keyboard.settings","version_0.5",2
"xfce4.keyboard.settings","version_0.6",2
"xfce4.mime.helper","version_0.4",17
"xfce4.mime.helper","version_0.5",1
"xfce4.mime.helper","version_0.6",2
"xfce4.mime.settings","version_0.4",29
"xfce4.mime.settings","version_0.5",2
"xfce4.mime.settings","version_0.6",2
"xfce4.mouse.settings","version_0.4",5
"xfce4.mouse.settings","version_0.5",0
"xfce4.mouse.settings","version_0.6",0
"xfce4.notifyd.config","version_0.4",3
"xfce4.notifyd.config","version_0.5",1
"xfce4.notifyd.config","version_0.6",1
"xfce4.panel","version_0.4",262
"xfce4.panel","version_0.5",2
"xfce4.panel","version_0.6",2
"xfce4.power.manager","version_0.4",0
"xfce4.power.manager","version_0.5",0
"xfce4.power.manager","version_0.6",0
"xfce4.power.manager.settings","version_0.4",8
"xfce4.power.manager.settings","version_0.5",3
"xfce4.power.manager.settings","version_0.6",8
"xfce4.screenshooter","version_0.4",23
"xfce4.screenshooter","version_0.5",6
"xfce4.screenshooter","version_0.6",10
"xfce4.session","version_0.4",0
"xfce4.session","version_0.5",0
"xfce4.session","version_0.6",0
"xfce4.session.settings","version_0.4",44
"xfce4.session.settings","version_0.5",14
"xfce4.session.settings","version_0.6",23
"xfce4.settings.editor","version_0.4",0
"xfce4.settings.editor","version_0.5",0
"xfce4.settings.editor","version_0.6",0
"xfce4.taskmanager","version_0.4",57
"xfce4.taskmanager","version_0.5",8
"xfce4.taskmanager","version_0.6",10
"xfdesktop","version_0.4",0
"xfdesktop","version_0.5",0
"xfdesktop","version_0.6",0
"xfdesktop.settings","version_0.4",50
"xfdesktop.settings","version_0.5",7
"xfdesktop.settings","version_0.6",13
"xfreerdp","version_0.4",215
"xfreerdp","version_0.5",25
"xfreerdp","version_0.6",28
"xfsettingsd","version_0.4",185
"xfsettingsd","version_0.5",1
"xfsettingsd","version_0.6",1
"xfwm4","version_0.4",1520
"xfwm4","version_0.5",0
"xfwm4","version_0.6",0
"xfwm4.settings","version_0.4",8
"xfwm4.settings","version_0.5",0
"xfwm4.settings","version_0.6",0
"xfwm4.workspace.settings","version_0.4",1
"xfwm4.workspace.settings","version_0.5",1
"xfwm4.workspace.settings","version_0.6",1
"xgc","version_0.4",0
"xgc","version_0.5",0
"xgc","version_0.6",0
"xhydra","version_0.4",6
"xhydra","version_0.5",24
"xhydra","version_0.6",5
"xkbcomp","version_0.4",671
"xkbcomp","version_0.5",97
"xkbcomp","version_0.6",103
"xkbprint","version_0.4",16
"xkbprint","version_0.5",9
"xkbprint","version_0.6",9
"xman","version_0.4",96
"xman","version_0.5",34
"xman","version_0.6",43
"xmllint","version_0.4",14
"xmllint","version_0.5",14
"xmllint","version_0.6",15
"xprop","version_0.4",13
"xprop","version_0.5",23
"xprop","version_0.6",22
"xrandr","version_0.4",472
"xrandr","version_0.5",0
"xrandr","version_0.6",0
"xsm","version_0.4",128
"xsm","version_0.5",89
"xsm","version_0.6",140
"Xtightvnc","version_0.4",0
"Xtightvnc","version_0.5",0
"Xtightvnc","version_0.6",0
"xtightvncviewer","version_0.4",67
"xtightvncviewer","version_0.5",49
"xtightvncviewer","version_0.6",59
"Xvfb","version_0.4",0
"Xvfb","version_0.5",0
"Xvfb","version_0.6",0
"xwininfo","version_0.4",86
"xwininfo","version_0.5",12
"xwininfo","version_0.6",10
"xz","version_0.4",71
"xz","version_0.5",72
"xz","version_0.6",17
"yasm","version_0.4",1005
"yasm","version_0.5",0
"yasm","version_0.6",0
"ytasm","version_0.4",1002
"ytasm","version_0.5",0
"ytasm","version_0.6",0
"zenity","version_0.4",0
"zenity","version_0.5",0
"zenity","version_0.6",0
"zip","version_0.4",374
"zip","version_0.5",346
"zip","version_0.6",345
"zipcloak","version_0.4",236
"zipcloak","version_0.5",263
"zipcloak","version_0.6",239
"zipinfo","version_0.4",164
"zipinfo","version_0.5",97
"zipinfo","version_0.6",112
"zipnote","version_0.4",231
"zipnote","version_0.5",248
"zipnote","version_0.6",251
"zipsplit","version_0.4",223
"zipsplit","version_0.5",238
"zipsplit","version_0.6",237
"zsh","version_0.4",0
"zsh","version_0.5",0
"zsh","version_0.6",0
"X.","version_0.4",103
"X.","version_0.5",30
"X.","version_0.6",33
